Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop
Silty,0.58,317,Rainfed,198,Summer,212,19,5.8,Onion
Sandy,2.02,1487,Sprinkler,109,Rabi,1085,27,8.5,Wheat
Silty,3.56,863,Drip,113,Summer,355,38,7.7,Onion
Sandy,5.59,948,Sprinkler,155,Rabi,752,22,7.3,Sugarcane
Peaty,2.79,228,Drip,88,Rabi,358,37,8.3,Cotton
Sandy,1.38,1481,Rainfed,82,Rabi,1139,23,7.5,Rice
Peaty,4.51,573,Sprinkler,48,Summer,359,36,5.6,Tomato
Silty,8.63,1131,Flood,197,Kharif,255,36,6.8,Cotton
Silty,7.5,297,Drip,166,Rabi,564,37,8.0,Onion
Loamy,4.1,330,Sprinkler,159,Kharif,814,39,6.5,Rice
Sandy,9.89,353,Drip,178,Summer,157,18,6.6,Pulses
Sandy,6.56,746,Flood,38,Summer,575,27,8.3,Tomato
Sandy,1.22,1481,Rainfed,173,Kharif,373,28,8.2,Maize
Clay,1.68,206,Rainfed,116,Summer,1036,36,6.6,Tomato
Silty,4.87,1442,Flood,135,Rabi,146,34,6.0,Onion
Clay,1.9,905,Drip,33,Kharif,1067,31,5.6,Rice
Silty,4.78,1239,Rainfed,72,Kharif,221,27,5.8,Cotton
Sandy,6.29,461,Rainfed,109,Kharif,198,36,7.5,Pulses
Clay,8.77,511,Flood,111,Summer,666,20,7.3,Onion
Peaty,2.94,723,Rainfed,54,Summer,128,26,7.9,Onion
Loamy,8.17,1347,Flood,58,Kharif,616,28,6.4,Maize
Loamy,4.7,1452,Flood,80,Summer,275,31,6.7,Onion
Sandy,9.91,1485,Flood,103,Summer,699,20,6.7,Tomato
Peaty,6.08,230,Flood,140,Kharif,647,23,7.3,Cotton
Sandy,2.92,804,Flood,148,Kharif,415,22,8.3,Rice
Loamy,7.98,578,Rainfed,141,Kharif,265,37,6.5,Rice
Peaty,7.11,627,Flood,149,Summer,325,37,8.0,Onion
Sandy,6.66,1437,Flood,166,Rabi,364,29,7.5,Tomato
Clay,2.96,1175,Flood,173,Rabi,706,22,6.7,Rice
Peaty,8.59,752,Flood,55,Rabi,113,38,6.0,Rice
Silty,2.65,1277,Rainfed,152,Kharif,546,27,8.4,Maize
Sandy,9.6,691,Rainfed,183,Kharif,963,24,8.4,Maize
Loamy,6.77,964,Flood,196,Rabi,641,20,5.5,Wheat
Silty,6.36,920,Flood,158,Rabi,650,30,7.2,Onion
Silty,7.08,988,Rainfed,22,Summer,981,27,5.5,Tomato
Loamy,4.34,886,Sprinkler,122,Rabi,608,40,5.5,Wheat
Loamy,6.59,567,Sprinkler,67,Rabi,1110,31,5.6,Wheat
Sandy,1.94,346,Drip,155,Kharif,875,29,5.6,Pulses
Sandy,4.36,1230,Rainfed,49,Summer,979,30,8.5,Tomato
Clay,0.88,282,Flood,195,Kharif,415,37,6.4,Cotton
Sandy,4.05,1137,Flood,99,Summer,1046,39,8.3,Onion
Loamy,5.68,1378,Rainfed,187,Summer,485,23,8.1,Onion
Clay,7.67,614,Rainfed,29,Rabi,222,25,5.9,Wheat
Peaty,7.39,347,Sprinkler,90,Kharif,1108,24,6.8,Cotton
Clay,2.45,409,Rainfed,29,Summer,267,30,8.4,Tomato
Silty,1.19,662,Flood,194,Kharif,582,40,6.6,Maize
Peaty,0.59,217,Rainfed,75,Kharif,430,33,7.3,Rice
Clay,2.03,642,Sprinkler,60,Summer,913,29,6.7,Onion
Peaty,1.46,263,Rainfed,37,Rabi,580,38,5.5,Tomato
Clay,8.97,731,Rainfed,143,Rabi,891,38,6.7,Wheat
Peaty,1.44,340,Rainfed,34,Rabi,1104,36,7.0,Cotton
Sandy,4.09,599,Rainfed,200,Rabi,188,26,7.6,Pulses
Loamy,4.12,1163,Sprinkler,147,Rabi,851,25,6.2,Wheat
Clay,0.65,1354,Flood,29,Kharif,1115,21,6.8,Rice
Clay,7.09,745,Rainfed,184,Summer,1060,35,8.1,Tomato
Loamy,3.37,1462,Drip,195,Summer,725,18,7.5,Onion
Silty,1.45,1189,Drip,137,Rabi,582,31,6.8,Cotton
Loamy,7.57,1415,Drip,122,Kharif,1040,24,8.2,Maize
Loamy,0.62,289,Sprinkler,149,Rabi,536,32,7.8,Wheat
Peaty,1.94,551,Drip,143,Kharif,194,39,7.6,Cotton
Loamy,1.54,872,Drip,148,Kharif,1198,32,5.6,Cotton
Sandy,1.98,1213,Flood,95,Summer,152,21,6.2,Tomato
Sandy,3.31,956,Flood,135,Rabi,371,25,6.0,Maize
Clay,2.78,1211,Flood,56,Kharif,386,28,5.8,Rice
Peaty,4.17,203,Drip,176,Rabi,840,24,8.4,Maize
Silty,1.09,1429,Sprinkler,142,Summer,144,25,5.6,Tomato
Silty,5.33,1373,Sprinkler,199,Rabi,1139,37,6.3,Tomato
Loamy,3.72,1043,Drip,186,Kharif,587,27,7.2,Rice
Loamy,1.23,905,Flood,100,Kharif,372,25,7.4,Rice
Clay,4.55,418,Flood,131,Kharif,1176,29,8.2,Maize
Peaty,1.89,257,Sprinkler,41,Rabi,963,27,8.0,Cotton
Silty,1.76,1340,Flood,132,Summer,502,22,6.2,Tomato
Silty,8.23,207,Drip,175,Rabi,474,38,6.0,Cotton
Silty,6.8,1250,Flood,136,Kharif,669,31,6.8,Maize
Peaty,5.68,1128,Rainfed,101,Summer,1032,39,8.1,Tomato
Sandy,7.84,324,Drip,124,Summer,1180,18,5.8,Pulses
Clay,9.62,684,Sprinkler,187,Kharif,731,30,7.5,Rice
Sandy,1.47,1191,Drip,97,Summer,589,29,8.4,Tomato
Peaty,7.94,822,Sprinkler,146,Kharif,1160,35,7.2,Rice
Peaty,2.16,450,Rainfed,84,Kharif,424,29,8.2,Rice
Loamy,7.46,310,Rainfed,115,Rabi,140,27,5.9,Wheat
Sandy,6.12,1207,Flood,163,Summer,709,19,8.1,Onion
Sandy,1.46,1255,Sprinkler,96,Summer,850,36,7.7,Onion
Silty,5.9,806,Drip,171,Rabi,343,40,7.7,Cotton
Silty,7.96,1213,Flood,151,Kharif,712,27,8.4,Cotton
Sandy,9.47,861,Rainfed,95,Summer,1137,19,7.4,Onion
Loamy,6.95,960,Sprinkler,113,Summer,469,31,7.3,Onion
Loamy,6.2,1369,Sprinkler,159,Summer,285,19,7.6,Tomato
Clay,3.17,1216,Rainfed,40,Summer,1006,31,5.6,Rice
Sandy,1.94,994,Flood,118,Summer,820,18,5.8,Tomato
Loamy,7.86,1350,Sprinkler,79,Rabi,1106,33,6.0,Wheat
Loamy,9.8,880,Flood,108,Summer,721,21,6.2,Onion
Loamy,3.91,879,Flood,141,Summer,268,33,7.3,Tomato
Sandy,5.61,400,Drip,40,Kharif,277,24,6.6,Pulses
Silty,1.85,1500,Rainfed,35,Kharif,1062,25,7.7,Maize
Loamy,4.97,259,Rainfed,150,Kharif,1182,40,6.5,Maize
Peaty,2.22,515,Rainfed,90,Kharif,1138,22,8.3,Maize
Peaty,0.73,1205,Flood,187,Kharif,1091,28,6.0,Maize
Sandy,9.69,830,Sprinkler,182,Summer,651,40,5.6,Onion
Clay,7.27,260,Drip,30,Kharif,872,27,6.8,Maize
Peaty,5.49,1158,Rainfed,106,Rabi,397,24,6.7,Sugarcane
Sandy,1.85,407,Drip,137,Summer,286,23,8.1,Pulses
Clay,9.3,1155,Rainfed,112,Summer,524,31,5.9,Rice
Sandy,2.27,1241,Rainfed,160,Summer,1073,25,6.7,Onion
Sandy,3.1,835,Flood,109,Kharif,531,18,8.3,Rice
Loamy,2.52,990,Sprinkler,94,Summer,1084,25,7.9,Onion
Loamy,8.05,1343,Sprinkler,130,Kharif,287,27,5.5,Maize
Sandy,9.54,612,Sprinkler,55,Rabi,174,22,7.5,Sugarcane
Sandy,7.51,975,Rainfed,137,Rabi,447,25,8.5,Cotton
Loamy,3.67,495,Flood,67,Rabi,136,31,5.8,Wheat
Clay,7.15,1069,Sprinkler,139,Summer,615,38,7.9,Rice
Peaty,4.24,453,Flood,167,Kharif,551,27,6.8,Rice
Silty,7.0,325,Rainfed,40,Summer,769,29,6.3,Onion
Sandy,6.29,313,Rainfed,155,Summer,1032,21,6.9,Pulses
Sandy,4.4,1152,Flood,136,Rabi,257,35,8.2,Rice
Sandy,0.79,350,Drip,28,Kharif,1040,35,5.9,Pulses
Peaty,3.67,727,Drip,125,Kharif,121,31,5.6,Maize
Clay,6.84,656,Flood,59,Summer,117,20,8.2,Onion
Clay,3.65,464,Sprinkler,194,Summer,179,27,7.9,Onion
Clay,7.93,754,Drip,163,Kharif,529,36,7.5,Rice
Loamy,0.83,1311,Sprinkler,179,Summer,1041,40,7.0,Onion
Peaty,7.35,842,Flood,22,Summer,676,31,8.2,Onion
Loamy,7.77,1463,Drip,185,Kharif,561,36,7.8,Rice
Sandy,3.04,1340,Drip,100,Summer,918,37,6.3,Onion
Silty,1.57,793,Sprinkler,138,Kharif,917,39,7.3,Rice
Peaty,6.85,300,Flood,109,Rabi,726,36,7.8,Maize
Clay,1.82,1159,Sprinkler,133,Rabi,210,19,6.8,Rice
Loamy,4.2,654,Flood,74,Summer,218,39,8.0,Onion
Loamy,0.52,550,Rainfed,51,Kharif,137,37,7.6,Cotton
Loamy,1.14,520,Flood,146,Kharif,1114,19,7.4,Maize
Peaty,8.29,322,Drip,129,Kharif,222,23,7.9,Rice
Loamy,7.12,818,Flood,33,Rabi,204,28,7.9,Wheat
Clay,7.52,1172,Flood,181,Kharif,677,34,7.0,Rice
Silty,1.26,239,Flood,95,Kharif,625,25,8.0,Maize
Sandy,2.87,855,Drip,128,Kharif,635,28,6.2,Rice
Clay,6.22,1039,Drip,52,Kharif,575,26,5.6,Rice
Peaty,7.63,695,Drip,169,Rabi,393,25,8.1,Maize
Silty,9.78,367,Sprinkler,117,Rabi,365,21,7.1,Wheat
Peaty,3.73,1005,Sprinkler,134,Kharif,125,35,8.0,Maize
Silty,5.68,1157,Flood,135,Rabi,194,37,5.9,Tomato
Clay,5.26,862,Drip,167,Rabi,951,27,7.7,Maize
Peaty,3.21,798,Drip,55,Summer,814,22,8.4,Tomato
Clay,0.74,797,Sprinkler,43,Kharif,951,21,6.3,Rice
Loamy,6.01,907,Rainfed,138,Rabi,208,30,6.0,Wheat
Sandy,2.36,547,Drip,198,Kharif,679,36,8.4,Pulses
Loamy,8.87,270,Rainfed,106,Summer,611,26,8.1,Onion
Silty,1.82,970,Drip,111,Rabi,570,28,8.2,Maize
Loamy,5.09,312,Sprinkler,81,Summer,745,24,8.1,Tomato
Silty,9.0,1334,Rainfed,27,Rabi,137,35,6.7,Cotton
Silty,3.9,1324,Rainfed,150,Kharif,296,33,6.5,Maize
Peaty,5.81,606,Rainfed,129,Kharif,914,35,7.8,Rice
Sandy,6.92,282,Flood,39,Summer,594,33,6.5,Pulses
Peaty,2.9,1154,Rainfed,159,Kharif,788,25,7.0,Rice
Silty,9.66,438,Sprinkler,189,Summer,812,20,8.2,Tomato
Clay,3.21,520,Sprinkler,119,Kharif,232,36,8.0,Rice
Loamy,2.48,989,Sprinkler,121,Summer,586,38,6.3,Tomato
Loamy,6.56,688,Drip,28,Rabi,487,18,7.4,Wheat
Clay,4.18,990,Rainfed,171,Summer,548,23,5.5,Rice
Clay,9.58,416,Flood,109,Summer,769,30,5.6,Tomato
Silty,5.42,328,Flood,137,Kharif,256,38,7.5,Rice
Sandy,5.83,209,Rainfed,60,Rabi,743,34,5.8,Pulses
Peaty,8.21,874,Flood,75,Rabi,585,40,7.8,Onion
Clay,9.66,1218,Flood,112,Summer,619,35,8.1,Rice
Peaty,8.59,667,Flood,156,Kharif,1161,18,7.6,Rice
Silty,7.8,266,Rainfed,87,Rabi,231,30,8.5,Tomato
Peaty,4.14,1375,Drip,24,Summer,528,32,7.8,Tomato
Silty,9.22,585,Flood,185,Kharif,1172,20,6.1,Maize
Clay,1.34,1125,Rainfed,27,Kharif,303,26,6.1,Rice
Peaty,7.16,972,Sprinkler,165,Rabi,696,37,6.0,Pulses
Clay,6.79,307,Sprinkler,142,Summer,326,29,8.0,Tomato
Silty,8.6,298,Rainfed,62,Summer,1011,33,8.4,Tomato
Loamy,3.16,1000,Flood,197,Summer,1056,30,7.9,Tomato
Clay,3.07,483,Drip,101,Rabi,214,33,8.4,Wheat
Peaty,8.58,359,Flood,109,Kharif,1080,19,5.8,Cotton
Clay,7.59,1344,Flood,157,Kharif,1193,33,6.8,Rice
Clay,4.55,991,Sprinkler,126,Rabi,634,33,8.3,Rice
Clay,4.11,893,Rainfed,74,Kharif,767,32,6.2,Rice
Loamy,6.89,557,Drip,28,Summer,193,22,6.4,Onion
Silty,8.03,1455,Rainfed,104,Summer,856,30,6.3,Tomato
Peaty,3.94,1434,Drip,42,Summer,502,36,7.2,Onion
Peaty,1.57,795,Flood,163,Rabi,346,23,7.9,Cotton
Peaty,1.91,933,Rainfed,136,Summer,330,20,6.8,Tomato
Sandy,1.35,542,Rainfed,90,Kharif,827,35,6.6,Pulses
Loamy,1.12,652,Drip,179,Kharif,946,32,7.7,Cotton
Loamy,5.41,1116,Flood,24,Rabi,1118,24,6.8,Wheat
Silty,7.61,1208,Drip,160,Rabi,1129,18,6.2,Sugarcane
Peaty,3.18,712,Drip,106,Kharif,633,19,8.1,Cotton
Loamy,3.94,594,Sprinkler,120,Kharif,1015,29,7.6,Maize
Loamy,1.64,570,Rainfed,31,Rabi,370,37,7.3,Wheat
Sandy,8.09,629,Drip,174,Rabi,769,34,7.9,Maize
Loamy,7.81,659,Rainfed,42,Rabi,1120,39,7.5,Wheat
Peaty,3.56,614,Rainfed,94,Rabi,323,22,7.4,Maize
Peaty,7.03,431,Sprinkler,68,Rabi,834,38,8.3,Pulses
Peaty,5.98,1202,Drip,106,Rabi,199,32,7.3,Rice
Loamy,5.47,672,Drip,153,Summer,110,23,6.8,Tomato
Loamy,8.33,378,Rainfed,54,Rabi,758,21,6.3,Wheat
Sandy,7.94,1103,Sprinkler,86,Kharif,170,36,5.6,Cotton
Loamy,4.42,659,Drip,116,Kharif,393,28,6.1,Maize
Sandy,4.11,242,Rainfed,168,Kharif,291,34,6.2,Pulses
Clay,9.53,646,Sprinkler,159,Kharif,1194,18,7.7,Rice
Clay,5.37,583,Drip,72,Summer,393,38,7.9,Tomato
Loamy,5.01,433,Rainfed,43,Kharif,974,39,6.2,Rice
Silty,6.76,1288,Sprinkler,170,Summer,495,35,7.5,Onion
Clay,9.03,1099,Sprinkler,181,Summer,1043,25,6.0,Rice
Sandy,4.03,466,Rainfed,122,Summer,974,32,7.2,Pulses
Sandy,7.33,1386,Rainfed,43,Summer,531,39,7.5,Tomato
Silty,3.41,1435,Flood,161,Kharif,601,30,5.6,Rice
Peaty,3.43,1407,Drip,181,Kharif,465,26,5.9,Rice
Silty,4.57,383,Rainfed,158,Rabi,532,28,8.2,Cotton
Loamy,3.55,407,Rainfed,198,Summer,290,23,7.4,Tomato
Peaty,8.4,618,Drip,78,Kharif,592,27,7.8,Maize
Clay,2.87,561,Sprinkler,165,Kharif,434,22,6.5,Cotton
Loamy,1.87,1335,Drip,36,Kharif,232,34,6.7,Rice
Peaty,5.07,1082,Flood,124,Summer,163,18,6.1,Tomato
Silty,9.53,1211,Flood,132,Summer,1092,40,8.1,Tomato
Loamy,2.17,1393,Flood,68,Summer,1198,35,6.8,Onion
Silty,8.81,446,Drip,168,Rabi,914,22,5.8,Pulses
Peaty,9.94,980,Rainfed,173,Summer,212,34,6.6,Onion
Silty,1.32,1035,Drip,65,Kharif,529,35,8.3,Maize
Sandy,3.01,617,Rainfed,55,Summer,750,22,6.6,Tomato
Sandy,7.79,1462,Sprinkler,55,Kharif,710,18,5.7,Rice
Loamy,4.08,1383,Sprinkler,61,Kharif,621,40,6.9,Rice
Loamy,5.28,1446,Rainfed,33,Rabi,125,29,7.6,Wheat
Loamy,8.46,1119,Flood,109,Summer,520,19,5.8,Tomato
Sandy,9.79,512,Sprinkler,85,Summer,512,40,8.4,Pulses
Clay,6.96,540,Sprinkler,170,Kharif,850,21,7.5,Maize
Loamy,7.65,1456,Flood,194,Summer,946,24,7.9,Tomato
Sandy,7.4,543,Drip,110,Summer,484,18,6.6,Pulses
Loamy,2.66,373,Drip,155,Rabi,789,29,8.4,Wheat
Peaty,7.13,1022,Sprinkler,36,Rabi,786,31,5.6,Tomato
Sandy,1.87,1306,Drip,121,Summer,664,20,8.1,Onion
Silty,9.86,1204,Flood,131,Rabi,628,21,7.0,Pulses
Clay,8.77,1393,Rainfed,76,Rabi,534,31,8.1,Rice
Sandy,3.52,411,Flood,149,Summer,1059,34,6.7,Pulses
Clay,1.21,785,Flood,71,Summer,404,22,6.3,Onion
Peaty,7.89,1042,Sprinkler,114,Summer,316,36,6.3,Tomato
Sandy,9.21,417,Flood,193,Summer,865,18,8.1,Pulses
Clay,3.66,370,Sprinkler,173,Kharif,969,40,6.5,Cotton
Silty,9.01,997,Drip,72,Rabi,217,39,8.4,Cotton
Sandy,6.17,1050,Drip,37,Rabi,619,24,6.1,Onion
Sandy,6.19,1090,Drip,131,Summer,212,34,6.5,Onion
Sandy,6.04,1127,Rainfed,85,Kharif,1154,23,7.7,Rice
Loamy,9.83,1053,Rainfed,29,Summer,271,27,5.5,Tomato
Peaty,5.21,263,Sprinkler,68,Kharif,1144,36,7.9,Cotton
Silty,3.91,823,Sprinkler,161,Rabi,489,29,5.8,Rice
Peaty,4.62,749,Rainfed,126,Kharif,503,33,5.6,Rice
Silty,7.63,612,Rainfed,84,Summer,1071,28,6.6,Tomato
Peaty,6.95,705,Sprinkler,143,Kharif,1187,37,6.0,Cotton
Silty,5.37,705,Sprinkler,63,Rabi,703,40,6.4,Rice
Peaty,4.1,962,Flood,190,Kharif,565,37,7.3,Rice
Clay,2.81,786,Flood,116,Kharif,326,40,6.6,Maize
Clay,0.9,542,Sprinkler,39,Rabi,607,34,6.7,Tomato
Clay,8.54,1484,Flood,137,Rabi,217,32,7.9,Rice
Clay,2.89,292,Rainfed,40,Summer,1100,19,5.9,Onion
Sandy,8.74,343,Drip,88,Summer,978,21,8.0,Pulses
Sandy,5.75,622,Rainfed,138,Rabi,1066,20,8.5,Maize
Loamy,4.59,995,Sprinkler,110,Summer,551,29,5.7,Onion
Silty,8.34,1390,Sprinkler,95,Summer,699,38,6.7,Onion
Peaty,1.2,333,Rainfed,82,Kharif,1112,28,7.0,Maize
Sandy,3.89,1443,Rainfed,66,Summer,779,36,7.3,Onion
Silty,0.9,868,Sprinkler,69,Summer,160,39,8.3,Tomato
Loamy,9.0,1082,Drip,155,Summer,1160,19,8.3,Tomato
Sandy,2.77,747,Rainfed,143,Kharif,1022,28,7.5,Maize
Peaty,6.67,1317,Sprinkler,125,Rabi,579,29,8.4,Onion
Sandy,4.94,606,Flood,123,Kharif,1089,29,5.7,Rice
Silty,5.21,818,Flood,152,Summer,879,19,5.9,Tomato
Peaty,9.11,755,Drip,33,Summer,276,31,7.3,Tomato
Sandy,9.21,1324,Drip,74,Kharif,720,22,6.4,Cotton
Sandy,9.25,1284,Flood,37,Summer,243,24,5.9,Onion
Silty,4.75,719,Sprinkler,160,Rabi,916,25,7.1,Onion
Silty,9.26,793,Drip,99,Rabi,503,21,6.1,Onion
Clay,6.82,738,Sprinkler,149,Rabi,643,33,8.1,Rice
Loamy,4.84,1070,Drip,169,Rabi,1127,39,8.3,Wheat
Clay,3.68,802,Flood,147,Rabi,504,38,6.8,Maize
Sandy,5.71,1104,Rainfed,65,Summer,476,40,6.6,Tomato
Peaty,7.99,916,Rainfed,131,Summer,385,21,7.9,Tomato
Silty,8.29,681,Flood,155,Summer,354,23,7.4,Onion
Sandy,6.35,1490,Flood,46,Summer,773,32,6.5,Tomato
Clay,3.12,480,Rainfed,68,Rabi,839,36,8.0,Cotton
Loamy,5.63,305,Rainfed,163,Rabi,1131,33,7.0,Wheat
Clay,6.53,605,Rainfed,105,Kharif,345,23,8.4,Maize
Peaty,2.41,343,Drip,114,Summer,916,37,7.0,Tomato
Loamy,0.87,384,Drip,118,Summer,615,26,7.7,Onion
Silty,4.53,1122,Flood,152,Summer,254,27,8.0,Onion
Loamy,0.89,1319,Rainfed,77,Summer,619,20,7.1,Onion
Loamy,6.84,853,Rainfed,150,Kharif,990,36,6.6,Rice
Peaty,1.32,374,Rainfed,120,Kharif,997,31,7.0,Maize
Silty,9.65,522,Flood,78,Rabi,565,19,5.6,Wheat
Sandy,2.91,1411,Flood,128,Summer,298,19,6.6,Onion
Peaty,5.67,513,Flood,134,Kharif,304,38,7.6,Maize
Peaty,3.25,732,Drip,31,Summer,1039,26,7.5,Tomato
Loamy,5.74,766,Rainfed,21,Rabi,806,40,6.2,Wheat
Loamy,0.7,545,Sprinkler,56,Rabi,256,27,7.8,Wheat
Silty,5.56,1024,Drip,146,Kharif,1161,21,7.9,Maize
Silty,7.75,1407,Drip,160,Summer,367,33,5.9,Tomato
Sandy,7.16,561,Rainfed,134,Kharif,394,25,7.1,Pulses
Clay,8.68,1055,Drip,198,Kharif,339,31,8.0,Rice
Peaty,6.12,938,Sprinkler,31,Kharif,1185,32,6.4,Rice
Sandy,8.67,1107,Drip,191,Kharif,250,35,5.7,Rice
Loamy,8.85,1047,Sprinkler,80,Kharif,927,30,7.8,Cotton
Clay,3.17,1372,Sprinkler,109,Summer,858,39,7.1,Rice
Peaty,9.12,1037,Drip,135,Summer,112,24,5.9,Tomato
Loamy,9.85,1496,Rainfed,82,Kharif,875,38,7.5,Cotton
Sandy,8.28,246,Rainfed,82,Kharif,150,26,7.7,Pulses
Clay,5.63,1259,Drip,131,Rabi,117,30,7.5,Rice
Sandy,8.18,739,Sprinkler,62,Kharif,201,27,8.1,Maize
Peaty,9.77,1072,Drip,86,Kharif,205,31,7.0,Rice
Peaty,5.94,1058,Flood,57,Summer,1124,28,6.7,Onion
Peaty,9.05,1095,Rainfed,167,Rabi,503,38,8.2,Maize
Sandy,2.95,1340,Drip,170,Summer,366,40,7.7,Tomato
Silty,5.89,1050,Drip,161,Kharif,764,19,6.4,Rice
Peaty,2.61,569,Sprinkler,76,Rabi,1087,36,7.5,Cotton
Sandy,1.99,1040,Drip,185,Rabi,417,26,8.2,Sugarcane
Loamy,3.27,560,Drip,69,Summer,500,38,6.5,Onion
Peaty,9.12,536,Sprinkler,31,Kharif,1019,36,7.2,Rice
Clay,9.09,795,Drip,136,Rabi,557,36,5.8,Sugarcane
Silty,2.72,1216,Drip,85,Rabi,563,39,7.7,Sugarcane
Sandy,3.63,599,Drip,126,Summer,766,31,6.6,Pulses
Silty,1.56,249,Drip,94,Summer,1025,21,6.2,Tomato
Peaty,2.32,578,Sprinkler,163,Rabi,1095,31,5.5,Rice
Silty,3.82,1424,Sprinkler,159,Kharif,975,35,5.6,Cotton
Sandy,9.03,1464,Flood,75,Rabi,346,24,7.0,Sugarcane
Loamy,1.51,457,Sprinkler,187,Summer,1186,21,8.0,Tomato
Peaty,5.42,380,Sprinkler,194,Kharif,258,18,6.1,Maize
Loamy,0.93,1097,Sprinkler,56,Rabi,717,31,6.3,Wheat
Sandy,7.87,1424,Flood,122,Kharif,233,26,7.1,Maize
Sandy,4.7,714,Sprinkler,86,Rabi,794,22,7.6,Pulses
Sandy,7.87,546,Rainfed,184,Kharif,833,34,6.3,Pulses
Clay,9.05,1220,Flood,110,Summer,996,31,5.7,Rice
Sandy,1.03,1358,Rainfed,24,Summer,566,34,6.5,Onion
Sandy,6.62,509,Sprinkler,173,Rabi,409,25,6.9,Pulses
Sandy,5.66,916,Rainfed,115,Rabi,914,36,6.1,Maize
Loamy,5.86,776,Rainfed,45,Rabi,1184,20,7.7,Wheat
Silty,6.66,456,Sprinkler,173,Summer,968,29,8.2,Onion
Loamy,8.74,1120,Rainfed,24,Kharif,415,25,5.9,Cotton
Peaty,0.84,1088,Sprinkler,56,Rabi,287,25,6.3,Rice
Peaty,3.93,846,Sprinkler,115,Kharif,828,40,7.6,Rice
Clay,5.4,465,Flood,100,Kharif,652,21,6.9,Maize
Loamy,4.97,1261,Rainfed,83,Summer,1091,19,7.0,Tomato
Silty,2.14,795,Rainfed,117,Summer,550,34,7.3,Onion
Clay,4.0,608,Sprinkler,55,Summer,839,26,6.1,Onion
Clay,8.3,1182,Drip,68,Summer,533,23,5.6,Rice
Clay,6.18,582,Drip,120,Kharif,1176,34,8.2,Maize
Loamy,9.01,260,Drip,59,Summer,398,38,7.5,Tomato
Silty,4.68,267,Drip,23,Summer,438,27,6.5,Tomato
Sandy,3.33,1106,Drip,53,Summer,911,33,5.7,Onion
Loamy,1.83,847,Sprinkler,138,Summer,897,27,7.3,Onion
Loamy,4.71,678,Rainfed,32,Kharif,445,30,8.4,Rice
Peaty,3.14,1228,Rainfed,69,Kharif,445,21,6.6,Rice
Loamy,1.75,293,Sprinkler,161,Kharif,195,23,6.2,Cotton
Clay,3.91,253,Drip,88,Summer,1076,22,7.5,Onion
Loamy,0.56,218,Flood,192,Kharif,382,26,8.4,Cotton
Silty,4.27,502,Drip,83,Kharif,474,20,6.1,Rice
Loamy,8.88,1411,Drip,48,Rabi,208,32,5.6,Wheat
Silty,3.82,333,Sprinkler,127,Summer,133,18,6.3,Tomato
Silty,7.46,1253,Rainfed,41,Kharif,282,37,8.2,Cotton
Clay,5.29,522,Rainfed,180,Summer,309,28,5.8,Tomato
Clay,0.9,545,Drip,27,Summer,1018,22,8.1,Onion
Clay,4.52,683,Rainfed,78,Rabi,1019,21,6.3,Sugarcane
Loamy,5.32,844,Flood,76,Rabi,796,19,6.5,Wheat
Sandy,5.36,979,Drip,84,Rabi,300,36,8.2,Sugarcane
Peaty,9.23,1288,Rainfed,119,Kharif,663,25,7.1,Maize
Clay,9.83,315,Drip,38,Kharif,511,35,6.2,Cotton
Silty,8.83,717,Flood,149,Rabi,359,30,7.2,Cotton
Sandy,9.87,1247,Drip,64,Summer,349,21,8.4,Tomato
Silty,8.51,1215,Drip,146,Summer,134,38,6.7,Tomato
Peaty,6.35,1178,Rainfed,109,Summer,940,39,5.5,Onion
Sandy,0.67,539,Rainfed,144,Rabi,420,34,7.0,Pulses
Sandy,1.92,1454,Rainfed,151,Kharif,119,30,7.3,Cotton
Silty,6.87,955,Sprinkler,42,Kharif,933,19,7.7,Cotton
Silty,0.9,1253,Drip,125,Summer,1183,38,5.9,Tomato
Loamy,4.97,1154,Flood,164,Rabi,553,18,6.1,Wheat
Clay,6.39,530,Sprinkler,39,Summer,190,22,7.9,Onion
Clay,2.28,1399,Sprinkler,166,Summer,631,25,7.3,Rice
Silty,2.32,1325,Drip,146,Rabi,160,21,8.5,Wheat
Sandy,2.36,552,Drip,176,Kharif,383,24,6.4,Pulses
Peaty,2.55,1313,Sprinkler,122,Summer,465,24,6.8,Tomato
Peaty,1.48,1259,Drip,37,Kharif,955,35,7.4,Cotton
Loamy,6.77,325,Sprinkler,84,Summer,298,27,6.8,Onion
Peaty,7.21,790,Rainfed,52,Rabi,196,24,6.5,Rice
Peaty,2.36,1443,Sprinkler,185,Kharif,874,37,5.6,Rice
Peaty,1.42,438,Drip,191,Summer,561,34,6.4,Onion
Silty,0.91,1207,Drip,30,Kharif,468,25,7.8,Maize
Sandy,8.21,947,Drip,87,Summer,357,38,6.4,Tomato
Sandy,1.15,1474,Rainfed,101,Rabi,706,39,6.6,Cotton
Silty,9.26,737,Rainfed,97,Kharif,607,32,8.4,Rice
Loamy,8.3,996,Sprinkler,168,Rabi,955,30,5.7,Wheat
Sandy,9.63,240,Sprinkler,161,Rabi,496,18,8.1,Pulses
Sandy,6.05,976,Sprinkler,195,Summer,1104,26,8.4,Onion
Sandy,8.61,1155,Sprinkler,57,Rabi,1131,18,7.0,Pulses
